Red,IR
244016,149650
243985,149640
244061,149641
243995,149648
244067,149633
243998,149670
243982,149613
243914,149639
243993,149606
243940,149639
244038,149609
243962,149629
243960,149558
243985,149675
243856,149541
243934,149616
243991,149604
243935,149582
243911,149622
244056,149646
244027,149639
244029,149623
243977,149609
243942,149591
243918,149573
243908,149575
244037,149607
244009,149581
244036,149643
244009,149625
243899,149626
243881,149619
243881,149597
243756,149611
243878,149629
243917,149637
243854,149625
243915,149649
244067,149728
243966,149684
244146,149749
244110,149704
244183,149735
244129,149711
243989,149747
244072,149742
244070,149749
243956,149767
244054,149771
244074,149728
244172,149815
244182,149739
244190,149786
244173,149790
244156,149780
244028,149765
244135,149755
244012,149732
244132,149773
244080,149793
244136,149804
244070,149776
244099,149805
243997,149768
244062,149737
243969,149776
243982,149797
243972,149769
244086,149794
243967,149812
244214,149820
244134,149798
244185,149815
244159,149848
244293,149809
244264,149887
244274,149807
244312,149865
244313,149816
244159,149818
244207,149798
244155,149766
244021,149760
244088,149791
244086,149766
244167,149834
244230,149804
244070,149717
243855,149751
243655,149765
243673,149869
243793,149893
243814,149885
243928,149908
243934,149961
243926,149963
243973,149965
243968,149980
244024,149952
244046,149978
244357,149941
244415,149988
244245,149884
244027,149953
244198,149936
244355,149993
244335,150000
244416,149992
244285,150004
244335,150014
244222,149983
244223,150007
244207,149992
244181,149893
244144,149978
244160,149929
244139,150005
244173,149971
244025,149918
243998,149902
244038,149925
243988,149871
244017,149912
244053,149901
244064,149906
244044,149890
243933,149893
243911,149858
243887,149846
243886,149878
243965,149901
244008,149865
244018,149898
244115,149925
244058,149868
243998,149880
243975,149868
243997,149852
243971,149791
243931,149863
243674,149861
243686,149839
243709,149892
243732,149897
243546,149940
243665,149932
243580,150013
243697,149988
243779,150036
243982,150031
244075,150016
244132,150025
244047,150053
244080,150057
244154,150080
244217,150060
244269,150117
244227,150102
244287,150067
244169,150053
244252,150062
244239,150053
244107,150032
244157,150053
244163,150038
244149,150042
244051,149966
244078,149897
243937,149954
243974,149950
243877,149931
243876,149897
243847,149909
243678,149874
243686,149877
243684,149871
243588,149830
243625,149894
243779,149846
243882,149962
243790,149871
243770,149871
243780,149921
243822,149891
243699,149879
243844,149909
243785,149871
243792,149908
243641,149822
243671,149863
243632,149883
243645,149821
243649,149844
243642,149811
243642,149759
243627,149847
243540,149846
243472,149846
243533,149886
243549,149898
243517,149905
243529,149923
243532,149966
243629,150015
243729,150025
243899,150047
243977,150162
243968,150069
244000,150128
243961,150103
243938,150125
243844,150105
243855,150069
243782,150079
243876,150089
243888,150095
244016,150135
244013,150113
243941,150097
244026,150121
243904,150045
243870,150103
243841,150073
243802,150036
243783,150095
243903,150098
243813,150084
243879,150126
243915,150117
243856,150091
243952,150080
243909,150016
243867,150085
243920,149992
243934,150050
243991,150014
243994,150017
243837,149993
243938,149979
243831,149936
243933,149922
243875,149925
243869,149912
243710,149902
243563,149899
243590,149922
243446,149914
243642,150024
243784,150025
243895,150032
243901,150078
244103,150082
244086,150126
244081,150108
244050,150120
244090,150083
244011,150080
243976,150031
244147,150180
244267,150121
244204,150155
244235,150119
244255,150122
244321,150126
244429,150117
244371,150043
244272,150017
244266,149963
244208,149962
244211,149949
244110,149874
244048,149892
243887,149804
243630,149808
243625,149829
243741,149815
243838,149842
243928,149798
243776,149871
243808,149861
243842,149871
243805,149873
243942,149884
243948,149832
243888,149885
243919,149856
244030,149831
244233,149816
244259,149800
244220,149834
244538,149848
244517,149836
244626,149839
244641,149826
244669,149838
244762,149873
244702,149803
244506,149854
244476,149815
244587,149873
244701,149892
244733,149935
244473,149924
244467,149989
244285,149991
244362,150023
244321,150028
244268,150035
244245,150051
244240,150115
244268,150082
244197,150118
244302,150052
244398,150150
244507,150103
244548,150146
244791,150155
244918,150162
244999,150183
245115,150159
245091,150114
245115,150083
245122,150046
245150,150030
245222,150073
245256,150066
245329,150096
245217,150068
244964,150085
244903,150091
245048,150123
244928,150165
245022,150212
245079,150248
245162,150228
245222,150259
244997,150190
245058,150289
245253,150278
